Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua Laís Grangeiro de Queiroz, 115 - Inácio Barbosa, Aracaju - SE",250,5,4,"
                  6
                ","
410000
"
"Rua Marcelino Procópio da Silva - Industrial, Aracaju - SE",250,2,1,"
                  2
                ","
250078
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",260,4,5,"
                  4
                ","
980047
"
"Farolândia, Aracaju - SE",162,3,2,"
                  2
                ","
320000
"
"Rua Sergipe, 00 - Siqueira Campos, Aracaju - SE",243,3,2,"
                  2
                ","
350000
"
"Rua Engenheiro Jorge de Oliveira Neto, 965 - Coroa do Meio, Aracaju - SE",316,5,6,"
                  6
                ","
800000
"
"Ponto Novo, Aracaju - SE",162,3,2,"
                  2
                ","
400000
"
"Rua Guilhermino Rezende - São José, Aracaju - SE",300,3,2,"
                  3
                ","
600056
"
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,"
                  2
                ","
840097
"
"Rua Barra dos Coqueiros, 65 - Novo Paraíso, Aracaju - SE",97,3,3,"
                  1
                ","
200000
"
"Via Bela - Aruana, Aracaju - SE",202,5,5,"
                  1
                ","
799000
"
"Rua B, 10 - Luzia, Aracaju - SE",216,3,4,"
                  3
                ","
550000
"
"Rua Accioly Porto - Jabotiana, Aracaju - SE",300,3,2,"
                  4
                ","
780048
"
Nossa Senhora do Socorro - SE,78,3,1,"
                  1
                ","
150045
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",500,2,2,"
                  4
                ","
1600157
"
"Praça Acrísio Garcez, 0 - Farolândia, Aracaju - SE",400,5,2,"
                  --
                ","
1200000
"
"Aruana, Aracaju - SE",180,2,1,"
                  2
                ","
270000
"
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",233,3,5,"
                  4
                ","
970022
"
"Rua Siriri, 1105 - Centro, Aracaju - SE",200,4,3,"
                  1
                ","
342900
"
"Rua Seis, 0 - Soledade, Aracaju - SE",160,3,1,"
                  --
                ","
250000
"
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,"
                  2
                ","
840033
"
"Rua A, 77 - Olaria, Aracaju - SE",70,2,1,"
                  1
                ","
130000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650098
"
"Rua Professora Nair Siqueira de Menezes Costa, 259 - Robalo, Aracaju - SE",360,5,4,"
                  1
                ","
890000
"
"Rua Aristides Bispo, 1105 - Getúlio Vargas, Aracaju - SE",210,4,3,"
                  --
                ","
400000
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,"
                  1
                ","
310167
"
"Avenida Maria Anamira Amado Batista Neta, 637 - Mosqueiro, Aracaju - SE",150,3,3,"
                  2
                ","
548000
"
"Rua Artur Porfírio de Farias, 25 - Luzia, Aracaju - SE",180,3,2,"
                  2
                ","
460000
"
"Atalaia, Aracaju - SE",479,6,6,"
                  --
                ","
8400000
"
"Avenida Pedro Calazans - Getúlio Vargas, Aracaju - SE",516,10,6,"
                  4
                ","
920000
"
"Rua Rosalina - Farolândia, Aracaju - SE",290,4,3,"
                  2
                ","
550000
"
"Avenida Doutor Tarcísio Daniel dos Santos - Farolândia, Aracaju - SE",250,5,3,"
                  1
                ","
480079
"
"Rua Coronel Adelino Domingos da Silva, 30 - Farolândia, Aracaju - SE",162,3,1,"
                  1
                ","
320000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650124
"
"Grageru, Aracaju - SE",150,3,2,"
                  2
                ","
380000
"
"Avenida Carlos Burlamarqui - Centro, Aracaju - SE",50,4,3,"
                  4
                ","
250010
"
"Centro, Aracaju - SE",86,2,1,"
                  --
                ","
140000
"
"Atalaia, Aracaju - SE",150,3,3,"
                  3
                ","
650000
"
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,"
                  2
                ","
400008
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,"
                  1
                ","
250007
"
"Rua da Concórdia, 10 - Atalaia, Aracaju - SE",365,3,5,"
                  4
                ","
1500000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,"
                  3
                ","
380188
"
"Aruana, Aracaju - SE",220,3,1,"
                  4
                ","
260000
"
"Rua B, 100 - Aruana, Aracaju - SE",250,3,3,"
                  3
                ","
345000
"
Barra dos Coqueiros - SE,250,4,4,"
                  2
                ","
1700089
"
"Via Formosa, 475 - Aruana, Aracaju - SE",168,3,1,"
                  3
                ","
330000
"
"Rua Castro Alves, 0 - Ponto Novo, Aracaju - SE",300,3,2,"
                  --
                ","
500000
"
"Rua Sargento José Valença Santos Leite, 200 - Aruana, Aracaju - SE",257,4,5,"
                  6
                ","
985000
"
"Avenida Maria Anamira Amado Batista Neta - Zona de Expansao Mosqueiro, Aracaju - SE",123,3,4,"
                  4
                ","
532142
"
Barra dos Coqueiros - SE,170,3,2,"
                  2
                ","
730196
"
"Atalaia, Aracaju - SE",600,8,9,"
                  10
                ","
1600179
"
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
338103
"
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
338071
"
"São José, Aracaju - SE",261,6,7,"
                  1
                ","
700000
"
"Jabotiana, Aracaju - SE",200,4,3,"
                  3
                ","
500000
"
"Rua Benjamin Fontes, 12547 - Luzia, Aracaju - SE",160,3,1,"
                  1
                ","
300000
"
"Rua Coronel José Figueiredo de Albuquerque - Coroa do Meio, Aracaju - SE",352,3,2,"
                  2
                ","
900088
"
"Avenida Augusto Franco - Ponto Novo, Aracaju - SE",253,4,3,"
                  3
                ","
799019
"
"Rua Construtor Genival Maciel, 150 - Coroa do Meio, Aracaju - SE",294,4,1,"
                  4
                ","
800000
"
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
190007
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",180,3,1,"
                  2
                ","
660165
"
"São Conrado, Aracaju - SE",160,3,2,"
                  1
                ","
270000
"
Barra dos Coqueiros - SE,170,3,2,"
                  2
                ","
730093
"
"Rua Albino Rufino de Santana, 30 - Farolândia, Aracaju - SE",260,4,4,"
                  2
                ","
550000
"
"Travessa Marcelo da Cruz Santos, 12 - Palestina, Aracaju - SE",125,4,3,"
                  2
                ","
275000
"
"Rua Dois, 0 - Coroa do Meio, Aracaju - SE",160,3,1,"
                  --
                ","
699000
"
"Santos Dumont, Aracaju - SE",10,3,2,"
                  2
                ","
180000
"
"Rua Dois, 0 - Coroa do Meio, Aracaju - SE",160,3,2,"
                  --
                ","
699000
"
"Salgado Filho, Aracaju - SE",199,3,2,"
                  4
                ","
680000
"
"Rua Dois, 92 - Aeroporto, Aracaju - SE",235,4,4,"
                  2
                ","
520000
"
"Coroa do Meio, Aracaju - SE",474,5,6,"
                  3
                ","
650000
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,"
                  3
                ","
180134
"
"Rua Jornalista Evandro Barros, 376 - Luzia, Aracaju - SE",145,4,4,"
                  4
                ","
550000
"
"Rua Manoel Vieira de Melo, 184 - Jardim Centenário, Aracaju - SE",180,2,1,"
                  --
                ","
200000
"
"Rodovia dos Náufragos - Matapoã, Aracaju - SE",280,4,4,"
                  2
                ","
680081
"
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
190136
"
"Rua Professora Iria Sá dos Santos - Aeroporto, Aracaju - SE",90,3,2,"
                  3
                ","
330122
"
Barra dos Coqueiros - SE,105,3,2,"
                  2
                ","
485182
"
"Rua Engenheiro Fook Mau - Farolândia, Aracaju - SE",135,3,3,"
                  2
                ","
500196
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",130,4,2,"
                  2
                ","
150199
"
"Atalaia, Aracaju - SE",420,5,3,"
                  4
                ","
650000
"
"Rua José de Albuquerque Feijó, 1938 - Coroa do Meio, Aracaju - SE",88,2,2,"
                  4
                ","
850000
"
"Avenida Inácio Barbosa, 0 - sao-jose-dos-naufragos, Aracaju - SE",1200,3,6,"
                  8
                ","
1600000
"
"Aeroporto, Aracaju - SE",356,5,4,"
                  2
                ","
370000
"
Nossa Senhora do Socorro - SE,162,2,1,"
                  2
                ","
140131
"
"Avenida Barão de Maruim - São José, Aracaju - SE",880,4,5,"
                  30
                ","
2900000
"
"Rua Capitão Isaías Alves de Souza, 5 - São Conrado, Aracaju - SE",160,3,3,"
                  2
                ","
400000
"
"Centro, Aracaju - SE",150,4,2,"
                  2
                ","
400000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650087
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650087
"
São Cristóvão - SE,438,"
                --
              ",1,1,"
850195
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450047
"
"Rua Eliza Correia Oliveira, 1 - Aruana, Aracaju - SE",256,4,2,4,"
430000
"
"Grageru, Aracaju - SE",313,6,2,2,"
800000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650078
"
"Rua Estância, 1633 - Cirurgia, Aracaju - SE",290,3,3,3,"
400000
"
"Santos Dumont, Aracaju - SE",200,3,2,2,"
350000
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
545045
"
"Rua Vereador João Calazans, 437 - Treze de Julho, Aracaju - SE",258,5,5,2,"
800000
"
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
840070
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",312,4,5,3,"
1750026
"
"Rua Sete de Setembro, 10 - Aeroporto, Aracaju - SE",180,2,1,2,"
230000
"
Nossa Senhora do Socorro - SE,78,3,1,1,"
150138
"
"Rua Dezenove de Janeiro, 103658 - Dezoito do Forte, Aracaju - SE",150,3,3,2,"
400000
"
"Rua Carlos Gomes, 167 - Farolândia, Aracaju - SE",164,3,3,3,"
580000
"
"Treze de Julho, Aracaju - SE",418,4,3,3,"
1350000
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540187
"
"Rua Poeta José Salles de Campos - Coroa do Meio, Aracaju - SE",750,5,4,3,"
1450143
"
"Atalaia, Aracaju - SE",257,4,6,3,"
1000000
"
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",750,5,5,4,"
1400037
"
"Rua Andréia Oliveira Passos, 80 - Cirurgia, Aracaju - SE",224,3,3,1,"
360000
"
"Rua Paraguai, 87 - América, Aracaju - SE",121,3,1,"
                  --
                ","
185000
"
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
840088
"
"Rua Maria Valdeir Nascimento Lins, 99 - Grageru, Aracaju - SE",360,3,3,3,"
670000
"
"Travessa São Francisco de Assis, 1 - Aruana, Aracaju - SE",495,6,8,7,"
1550000
"
"Rua I3, 63 - Bugio, Aracaju - SE",162,3,2,"
                  --
                ","
300000
"
Barra dos Coqueiros - SE,282,4,5,4,"
1550194
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315081
"
"Rua Maruim - Centro, Aracaju - SE",330,2,5,"
                  --
                ","
680159
"
"Jabotiana, Aracaju - SE",314,5,5,5,"
660000
"
Nossa Senhora do Socorro - SE,60,2,1,1,"
170035
"
Barra dos Coqueiros - SE,250,4,5,4,"
1700150
"
"Ponto Novo, Aracaju - SE",140,4,3,1,"
469000
"
"Avenida Augusto Maynard, 552 - São José, Aracaju - SE",300,3,3,2,"
600000

Preçoabaixodomercado

"
"Rua Doutor Silvio Cabral de Santana, 250 - Aruana, Aracaju - SE",360,4,5,4,"
1900000
"
"Avenida Augusto Maynard, 552 - São José, Aracaju - SE",300,3,3,2,"
600000

Preçoabaixodomercado

"
"Rua Doutor Silvio Cabral de Santana, 250 - Aruana, Aracaju - SE",360,4,5,4,"
1900000
"
"Rua Antônio de Pádua Araújo, 1 - Grageru, Aracaju - SE",252,4,2,4,"
580000
"
"Rua João Carvalho de Aragão, 1 - Atalaia, Aracaju - SE",200,4,5,2,"
750000
"
"Centro, Aracaju - SE",210,4,2,1,"
250000
"
"Rua C, 30 - Aruana, Aracaju - SE",400,7,5,3,"
760000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650198
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
250063
"
"Rua Aloísio Braga, 643 - Suíssa, Aracaju - SE",300,3,2,2,"
650000
"
"Rua Jornalista Paulo Costa, 235 - Atalaia, Aracaju - SE",439,2,3,3,"
800000
"
"Rua Riachuelo, 964 - São José, Aracaju - SE",420,4,3,3,"
900000
"
"Santo Antônio, Aracaju - SE",120,5,3,2,"
400000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",500,2,2,4,"
1600079
"
"Jabotiana, Aracaju - SE",200,3,1,2,"
270000
"
"Aruana, Aracaju - SE",350,4,2,4,"
430000
"
"Rua Campo do Brito - Salgado Filho, Aracaju - SE",300,3,4,5,"
850101
"
"Rua Sete, 55 - 17 de Marco, Aracaju - SE",10,2,2,2,"
180000
"
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",204,4,5,3,"
799000
"
"Rodovia dos Náufragos, 8900 - Aruana, Aracaju - SE",200,3,4,2,"
1050000
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450051
"
"Rua H - Aruana, Aracaju - SE",132,3,2,2,"
390002
"
"Rua Vicente Mesquita, 125 - Atalaia, Aracaju - SE",480,5,8,3,"
1200000
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,3,"
180003
"
"Rua Ribeiro Silva - Santos Dumont, Aracaju - SE",180,2,2,1,"
300000
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540179
"
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
840042
"
Jandaíra - BA,500,5,5,5,"
1500055
"
"Rua Comandante Guy Ulbricht, 7 - Atalaia, Aracaju - SE",300,3,3,3,"
698000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650137
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
315063
"
"Ponto Novo, Aracaju - SE",150,5,3,2,"
395000
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
1050051
"
"Coroa do Meio, Aracaju - SE",560,4,4,2,"
950000
"
"Rua Frei Paulo, 0000 - Suíssa, Aracaju - SE",156,3,3,3,"
275000
"
"Rua Santo Agostinho, 52 - Farolândia, Aracaju - SE",180,3,3,2,"
380000
"
Nossa Senhora do Socorro - SE,78,3,1,1,"
150010
"
Itaporanga D'Ajuda - SE,980,3,1,"
                  --
                ","
695137
"
"Rua Manoel Andrade, 2010 - Coroa do Meio, Aracaju - SE",250,3,3,8,"
750000
"
"Avenida Fábio José Cardoso Ramos - Aeroporto, Aracaju - SE",230,4,4,2,"
500123
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",307,2,2,1,"
750184
"
"Rua Santo Agostinho, 52 - Farolândia, Aracaju - SE",180,3,3,2,"
380000
"
"Santos Dumont, Aracaju - SE",70,2,1,1,"
160000
"
"Getúlio Vargas, Aracaju - SE",84,2,1,2,"
220000
"
Barra dos Coqueiros - SE,93,3,2,2,"
300031
"
Barra dos Coqueiros - SE,93,3,2,2,"
300042
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450115
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
310133
"
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
550020
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,3,2,"
690106
"
"Rua C - Aruana, Aracaju - SE",115,3,3,3,"
480020
"
"Dezoito do Forte, Aracaju - SE",92,4,3,2,"
290000
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",319,4,4,4,"
2100200
"
"Avenida Carlos Burlamarqui - Centro, Aracaju - SE",50,4,3,4,"
250160
"
Barra dos Coqueiros - SE,93,3,2,2,"
300027
"
"São José, Aracaju - SE",320,3,1,6,"
535000
"
Barra dos Coqueiros - SE,150,3,3,2,"
750124
"
"Rua Ferroviário José Matias de Siqueira, 82 - São Conrado, Aracaju - SE",10,5,4,"
                  --
                ","
495000
"
"Rua A1, 1 - Mosqueiro, Aracaju - SE",500,4,3,4,"
850000
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540191
"
Itaporanga D'Ajuda - SE,100,3,2,5,"
250164
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540068
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650064
"
"Rua Seis, 0 - Soledade, Aracaju - SE",160,3,1,"
                  --
                ","
180000
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540108
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540119
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540188
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540088
"
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,2,"
670102
"
"Avenida São João Batista, 0 - Ponto Novo, Aracaju - SE",100,3,2,1,"
330000
"
"Siqueira Campos, Aracaju - SE",99,3,1,2,"
900000
"
São Cristóvão - SE,400,5,3,2,"
750176
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650011
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650011
"
"Avenida Coelho e Campos - Santo Antônio, Aracaju - SE",200,4,2,1,"
3500121
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650147
"
"Rua B, 95 - Jabotiana, Aracaju - SE",160,3,2,2,"
390000
"
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
540171
"
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",204,4,5,3,"
799000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650013
"
"Avenida Melício Machado - Aeroporto, Aracaju - SE",320,5,5,2,"
680146
"
"Rua Coronel Elias Gonzaga, 154 - Dezoito do Forte, Aracaju - SE",125,3,1,1,"
210000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380012
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380161
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",470,4,1,4,"
2100172
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380139
"
"Rua Maria Genelícia Bomfim Costa, 555 - Aruana, Aracaju - SE",10,6,5,4,"
1850000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380049
"
"Rua Aristides Bispo, 283 - Getúlio Vargas, Aracaju - SE",110,2,2,1,"
285000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380115
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380044
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380072
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380059
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380056
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380179
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380192
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380089
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380140
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380121
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380094
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380040
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380188
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380074
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380191
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380067
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380136
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380195
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380030
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380097
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380035
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380054
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380176
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380033
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380188
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380186
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380075
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380141
"
"Rua João Carvalho de Aragão - Atalaia, Aracaju - SE",420,4,3,5,"
580092
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
310096
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380115
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650081
"
"Inácio Barbosa, Aracaju - SE",80,3,2,2,"
330000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650042
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
545135
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",440,4,5,4,"
2100074
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450191
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
310051
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380101
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,3,"
180129
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650162
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380154
"
"Rua Vereador João Calazans, 461 - Treze de Julho, Aracaju - SE",240,4,1,2,"
689000
"
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",350,4,5,4,"
1200079
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450165
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380127
"
Barra dos Coqueiros - SE,160,3,2,2,"
335086
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450156
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380050
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650140
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380075
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650030
"
Barra dos Coqueiros - SE,396,4,1,2,"
1450026
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,3,"
180131
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650167
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650058
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380035
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380054
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380176
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380033
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380188
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380186
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380075
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380141
"
"Rua João Carvalho de Aragão - Atalaia, Aracaju - SE",420,4,3,5,"
580092
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
310096
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380115
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650081
"
"Inácio Barbosa, Aracaju - SE",80,3,2,2,"
330000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
650042
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
545135
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",440,4,5,4,"
2100074
"
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
450191
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
310051
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
380101
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,3,"
180129
"
