Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua Maruim - Centro, Aracaju - SE",330,2,5,"
                  --
                ","
680049
"
"Rua Ariosvaldo Menezes Santos, 10 - Aruana, Aracaju - SE",180,3,3,"
                  3
                ","
199000
"
"Rua João Soares Nascimento, 220 - Ponto Novo, Aracaju - SE",250,5,4,"
                  2
                ","
420000
"
"Suíssa, Aracaju - SE",250,4,1,"
                  1
                ","
540000
"
"Rodovia dos Náufragos - Matapoã, Aracaju - SE",280,4,4,"
                  2
                ","
680181
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",130,4,2,"
                  2
                ","
150185
"
"Rua Seis - Soledade, Aracaju - SE",100,3,3,"
                  1
                ","
250112
"
"Rodovia dos Náufragos, 1590 - Aruana, Aracaju - SE",500,4,5,"
                  2
                ","
2225000
"
"Aruana, Aracaju - SE",180,3,2,"
                  2
                ","
370024
"
"Rua Tenente Wendel Quaranta dos Santos - Suíssa, Aracaju - SE",110,2,1,"
                  --
                ","
165000
"
"Atalaia, Aracaju - SE",400,4,3,"
                  3
                ","
780000
"
"Rua Deputado Zeca Pereira, 68 - Grageru, Aracaju - SE",120,3,3,"
                  2
                ","
600000
"
"Rua Tenente Wilson Pereira dos Santos - Jabotiana, Aracaju - SE",85,2,1,"
                  2
                ","
220040
"
"Rua Waldemar Silva Carvalho, 72 - Coroa do Meio, Aracaju - SE",485,4,4,"
                  5
                ","
1380000
"
"Rodovia dos Náufragos, 10 - Robalo, Aracaju - SE",382,4,4,"
                  10
                ","
1190000
"
"Santa Maria, Aracaju - SE",47,2,1,"
                  1
                ","
80000
"
"Avenida Inácio Barbosa, 755 - Mosqueiro, Aracaju - SE",170,3,4,"
                  2
                ","
645000
"
"Bugio, Aracaju - SE",225,3,2,"
                  1
                ","
180000
"
"Rua das Dunas, 00 - Aeroporto, Aracaju - SE",190,4,3,"
                  4
                ","
360000
"
"Rua Francisco Portugal, 491 - Salgado Filho, Aracaju - SE",300,5,6,"
                  2
                ","
800000
"
"Avenida Lions Club, 288 - Atalaia, Aracaju - SE",270,4,3,"
                  5
                ","
940000
"
"Avenida Ângela Maria Santana Ribeiro, 1 - Inácio Barbosa, Aracaju - SE",200,3,1,"
                  1
                ","
330000
"
"Aruana, Aracaju - SE",200,4,4,"
                  2
                ","
490029
"
"Rua Arnaldo Dantas, 308 - Santo Antônio, Aracaju - SE",120,2,2,"
                  1
                ","
195000
"
"Pereira Lobo, Aracaju - SE",396,7,3,"
                  1
                ","
420000
"
"Rua Icaraí - Farolândia, Aracaju - SE",223,4,4,"
                  2
                ","
690072
"
"Rua Expedicionário José Matos Teles - São Conrado, Aracaju - SE",200,4,3,"
                  2
                ","
379000
"
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",204,4,5,"
                  3
                ","
799000
"
"Rua Olinda Araújo - Farolândia, Aracaju - SE",215,4,2,"
                  1
                ","
550035
"
"Rua General João Melo Rezende - São Conrado, Aracaju - SE",180,2,1,"
                  1
                ","
210155
"
"Rua E, 00 - Aeroporto, Aracaju - SE",80,3,2,"
                  4
                ","
300000
"
"Coroa do Meio, Aracaju - SE",680,6,4,"
                  13
                ","
1890000
"
"Atalaia, Aracaju - SE",224,4,2,"
                  3
                ","
800000
"
"Rua Construtor Genival Maciel, 550 - Coroa do Meio, Aracaju - SE",160,4,3,"
                  2
                ","
550000
"
"Rua Edson de Oliveira Santana - Farolândia, Aracaju - SE",300,5,4,"
                  2
                ","
470000
"
"Rua Josafá Simões Mariu, 001 - Luzia, Aracaju - SE",234,4,3,"
                  3
                ","
600000
"
"Farolândia, Aracaju - SE",144,3,3,"
                  1
                ","
305000
"
"Avenida João Ribeiro, 835 - Industrial, Aracaju - SE",82,2,3,"
                  2
                ","
397058
"
"Rua Deuzinha Vieira - Aruana, Aracaju - SE",200,2,1,"
                  2
                ","
250194
"
Nossa Senhora das Dores - SE,190,3,2,"
                  1
                ","
170083
"
"Rua Doutor Silvio Cabral de Santana, 600 - Aruana, Aracaju - SE",315,4,4,"
                  2
                ","
2300000
"
"Rua Siriri, 441 - Centro, Aracaju - SE",137,3,2,"
                  1
                ","
420000
"
"Rua Poeta Manuel Bandeira, 161 - Atalaia, Aracaju - SE",127,2,1,"
                  5
                ","
555000
"
"Rua Sergipe, 1490 - Siqueira Campos, Aracaju - SE",190,3,1,"
                  1
                ","
320000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,"
                  3
                ","
380175
"
Barra dos Coqueiros - SE,350,3,5,"
                  4
                ","
890153
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,"
                  3
                ","
380176
"
"Rua C - Aruana, Aracaju - SE",115,3,3,"
                  3
                ","
480050
"
"Rua Marisa Messias dos Santos, 52 - São Conrado, Aracaju - SE",162,2,2,"
                  1
                ","
265000
"
"Rua Maruim, 437 - Cirurgia, Aracaju - SE",128,4,3,"
                  2
                ","
520000
"
"Coroa do Meio, Aracaju - SE",350,4,6,"
                  10
                ","
1400000
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",170,3,4,"
                  2
                ","
599997
"
"Rua São João, 284 - Industrial, Aracaju - SE",100,2,1,"
                  1
                ","
420000
"
"Travessa Santo Antônio, 25 - Santo Antônio, Aracaju - SE",250,6,3,"
                  2
                ","
450000
"
Itaporanga D'Ajuda - SE,100,3,2,"
                  5
                ","
250131
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,"
                  3
                ","
180011
"
"Rua Gilberto Teles de Menezes, 54 - Jabotiana, Aracaju - SE",300,4,3,"
                  2
                ","
370000
"
"Rua Jordão de Oliveira, 100 - Atalaia, Aracaju - SE",300,3,2,"
                  4
                ","
640000
"
"Rua Andréia Oliveira Passos, 80 - Cirurgia, Aracaju - SE",224,3,3,"
                  2
                ","
360000
"
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",500,2,2,"
                  4
                ","
1600027
"
"Rua B, 66 - Santos Dumont, Aracaju - SE",720,2,1,"
                  1
                ","
590000
"
"Rua Doutor José Roberto Ribeiro, 62 - Grageru, Aracaju - SE",215,3,3,"
                  2
                ","
445000
"
"Avenida Barão de Maruim, 88 - São José, Aracaju - SE",400,4,3,"
                  5
                ","
800000
"
"Rua João Batista Pimentel, 79 - Aeroporto, Aracaju - SE",225,3,2,"
                  2
                ","
290000
"
"Rua Accioly Porto - Jabotiana, Aracaju - SE",300,3,2,"
                  4
                ","
780081
"
"Rua Sônia Alves Lopes, 2978 - Coroa do Meio, Aracaju - SE",475,5,6,"
                  5
                ","
650000
"
"Rua São Cristóvão, 992 - Getúlio Vargas, Aracaju - SE",180,3,1,"
                  --
                ","
180000
"
"Santa Maria, Aracaju - SE",63,2,1,"
                  3
                ","
130000
"
"Rua Itabaiana - São José, Aracaju - SE",316,3,2,"
                  --
                ","
600000
"
"Siqueira Campos, Aracaju - SE",180,4,1,"
                  1
                ","
230000
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",130,4,2,"
                  2
                ","
150150
"
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",198,3,3,"
                  2
                ","
890333
"
"Rua Maria Afra Cortes Santos, 274 - José Conrado de Araújo, Aracaju - SE",180,3,3,"
                  2
                ","
220000
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,"
                  1
                ","
310112
"
"Rua A, 367 - Zona de Expansao Aruana, Aracaju - SE",250,3,3,"
                  3
                ","
490000
"
"Rua Curva do Rio I, 126 - sao-jose-dos-naufragos, Aracaju - SE",480,3,1,"
                  5
                ","
600000
"
"Rua Deputado Antônio Torres, 279 - Cirurgia, Aracaju - SE",230,3,3,"
                  2
                ","
300000
"
"Rua Cláudio Batista, 0000 - Santo Antônio, Aracaju - SE",160,3,2,"
                  2
                ","
235000
"
"Aeroporto, Aracaju - SE",434,3,3,"
                  4
                ","
680000
"
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,"
                  1
                ","
310032
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",161,3,2,"
                  4
                ","
750126
"
"Rua Nossa Senhora das Dores, 373 - Cirurgia, Aracaju - SE",85,2,1,"
                  --
                ","
170000
"
"Rua Doutor Silvio Cabral de Santana, 912 - Mosqueiro, Aracaju - SE",300,5,5,"
                  5
                ","
2500000
"
"Rua Icaraí, 89 - Farolândia, Aracaju - SE",223,4,4,"
                  --
                ","
690000
"
"Rua Jordão de Oliveira, 729 - Atalaia, Aracaju - SE",180,3,4,"
                  3
                ","
550000
"
"Rua H - Aruana, Aracaju - SE",132,3,2,"
                  2
                ","
390112
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,"
                  2
                ","
520011
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,"
                  2
                ","
520080
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",161,3,3,"
                  4
                ","
750120
"
"Rua Três - Aruana, Aracaju - SE",99,3,2,"
                  2
                ","
520093
"
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",171,3,3,"
                  4
                ","
550023
"
"Avenida Doutor José Calumby - Suíssa, Aracaju - SE",560,7,7,"
                  2
                ","
900000
"
"Avenida Professor Acrísio Cruz - Salgado Filho, Aracaju - SE",278,4,5,"
                  3
                ","
850000
"
"Rua Anchieta, 5 - Bugio, Aracaju - SE",520,4,3,"
                  2
                ","
380000
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,"
                  1
                ","
315096
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,"
                  2
                ","
1050075
"
"Rua Monte Castelo, 241 - Dezoito do Forte, Aracaju - SE",160,3,2,"
                  3
                ","
320000
"
"Aruana, Aracaju - SE",180,3,2,"
                  2
                ","
370000
"
"Rua C - Aruana, Aracaju - SE",115,3,3,"
                  3
                ","
480174
"
"Avenida Pedro Calazans, 774 - Getúlio Vargas, Aracaju - SE",10,6,4,"
                  2
                ","
350000
"
"Rua Sergipe, 1080 - Siqueira Campos, Aracaju - SE",243,3,1,"
                  2
                ","
350000
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",307,2,2,"
                  1
                ","
750062
"
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",203,4,4,"
                  2
                ","
680134
"
"Rua Antônio Valença Monteiro, 37 - Farolândia, Aracaju - SE",162,3,1,"
                  1
                ","
350000
"
"Rua Zózimo Lima - Suíssa, Aracaju - SE",150,4,4,"
                  2
                ","
580000
"
"Rua Dois, 800 - Farolândia, Aracaju - SE",280,4,4,"
                  2
                ","
549990
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,"
                  3
                ","
180134
"
"Rua Maria de Lourdes Ramos Gonçalves, 113 - Farolândia, Aracaju - SE",150,4,2,"
                  2
                ","
540000
"
"Siqueira Campos, Aracaju - SE",135,3,2,"
                  2
                ","
280000
"
"Avenida Silvério Leite Fontes - Aruana, Aracaju - SE",176,3,3,"
                  1
                ","
380000
"
"Rua Dois, 0 - Coroa do Meio, Aracaju - SE",200,3,1,"
                  --
                ","
699000
"
"Travessa Manoel Sandes, 36 - Getúlio Vargas, Aracaju - SE",540,3,3,"
                  2
                ","
300000
"
"São Conrado, Aracaju - SE",160,3,2,"
                  1
                ","
270000
"
"Rua E, 51 - Aeroporto, Aracaju - SE",220,3,3,"
                  2
                ","
350000
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",470,4,1,"
                  4
                ","
2100072
"
"Rua H, 24 - Aeroporto, Aracaju - SE",230,3,4,"
                  3
                ","
555000
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",470,4,1,"
                  4
                ","
2100013
"
"Rua Orlando Tavares Macedo, 800 - Aruana, Aracaju - SE",150,3,3,"
                  4
                ","
620000
"
"Rua José Steremberg, 147 - Atalaia, Aracaju - SE",337,3,4,"
                  4
                ","
700000
"
"Rua Carlos Menezes - Dezoito do Forte, Aracaju - SE",135,4,2,"
                  1
                ","
180135
"
"Rua Antônio Oliva Paiva, 0 - Atalaia, Aracaju - SE",435,3,3,"
                  --
                ","
1300000
"
"Rua Aline Santos França, 1 - Aruana, Aracaju - SE",200,2,1,"
                  --
                ","
300000
"
"Rua Três - Aruana, Aracaju - SE",100,3,3,"
                  2
                ","
520040
"
"Rua Pureza Bonfim, 0 - Santos Dumont, Aracaju - SE",160,3,1,"
                  --
                ","
139000
"
"Avenida General Euclides Figueiredo, 226 - Porto Dantas, Aracaju - SE",53,2,1,"
                  --
                ","
90000
"
"Rua Volney Loureiro Tavares, 98 - Inácio Barbosa, Aracaju - SE",337,4,5,"
                  4
                ","
750000
"
"Rua Promotor Arquibaldo Mendonça, 301 - Suíssa, Aracaju - SE",230,3,3,"
                  2
                ","
1220000
"
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
650165
"
"Rua Construtor Genival Maciel, 150 - Atalaia, Aracaju - SE",330,4,4,"
                  2
                ","
800000
"
"Rua Anchieta, 5 - Bugio, Aracaju - SE",520,4,3,"
                  2
                ","
380000
"
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,"
                  1
                ","
315096
"
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,"
                  2
                ","
1050075
"
"Rua Monte Castelo, 241 - Dezoito do Forte, Aracaju - SE",160,3,2,"
                  3
                ","
320000
"
"Aruana, Aracaju - SE",180,3,2,"
                  2
                ","
370000
"
"Rua C - Aruana, Aracaju - SE",115,3,3,"
                  3
                ","
480174
"
"Avenida Pedro Calazans, 774 - Getúlio Vargas, Aracaju - SE",10,6,4,"
                  2
                ","
350000
"
"Rua Sergipe, 1080 - Siqueira Campos, Aracaju - SE",243,3,1,"
                  2
                ","
350000
"
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",307,2,2,"
                  1
                ","
750062
"
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",203,4,4,"
                  2
                ","
680134
"
"Rua Antônio Valença Monteiro, 37 - Farolândia, Aracaju - SE",162,3,1,"
                  1
                ","
350000
"
"Rua Zózimo Lima - Suíssa, Aracaju - SE",150,4,4,"
                  2
                ","
580000
"
"Rua Dois, 800 - Farolândia, Aracaju - SE",280,4,4,"
                  2
                ","
549990
"
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,"
                  3
                ","
180134
"
"Rua Maria de Lourdes Ramos Gonçalves, 113 - Farolândia, Aracaju - SE",150,4,2,"
                  2
                ","
540000
"
"Siqueira Campos, Aracaju - SE",135,3,2,"
                  2
                ","
280000
"
"Avenida Silvério Leite Fontes - Aruana, Aracaju - SE",176,3,3,"
                  1
                ","
380000
"
"Rua Dois, 0 - Coroa do Meio, Aracaju - SE",200,3,1,"
                  --
                ","
699000
"
"Travessa Manoel Sandes, 36 - Getúlio Vargas, Aracaju - SE",540,3,3,"
                  2
                ","
300000
"
"São Conrado, Aracaju - SE",160,3,2,"
                  1
                ","
270000
"
